ID,col,row,x,y,noise,topography,forest_noise,forest,biome
map001-24-0-1,0,1,0.5773502691896257,1.0,0.29846752,water,0.49683717,False,Water
map001-25-1-1,1,1,1.7320508075688774,1.0,0.40937683,water,0.5100013,False,Water
map001-26-2-1,2,1,2.8867513459481287,1.0,0.42355362,water,0.4684082,False,Water
map001-27-3-1,3,1,4.041451884327381,1.0,0.52630234,hill,0.58522713,False,Hill
map001-28-4-1,4,1,5.196152422706631,1.0,0.5028989,hill,0.5244746,False,Hill
map001-29-5-1,5,1,6.3508529610858835,1.0,0.61226845,hill,0.44816336,True,Forest
map001-30-6-1,6,1,7.505553499465134,1.0,0.68597156,mountain,0.45408973,False,Mountain
map001-31-7-1,7,1,8.660254037844386,1.0,0.49931958,plains,0.53135914,False,Plains
map001-32-8-1,8,1,9.814954576223638,1.0,0.4830137,plains,0.4940884,True,Wood
map001-33-9-1,9,1,10.969655114602888,1.0,0.4741734,plains,0.57799757,False,Plains
map001-34-10-1,10,1,12.12435565298214,1.0,0.6479855,hill,0.5716655,False,Hill
map001-35-11-1,11,1,13.279056191361391,1.0,0.6622314,mountain,0.52282226,False,Mountain
map001-36-12-1,12,1,14.433756729740644,1.0,0.5976797,hill,0.5068025,False,Hill
map001-37-13-1,13,1,15.588457268119894,1.0,0.68959534,mountain,0.4571739,False,Mountain
map001-38-14-1,14,1,16.743157806499145,1.0,0.5393183,hill,0.5425139,False,Hill
map001-39-15-1,15,1,17.897858344878397,1.0,0.4021042,water,0.47412106,True,Bog
map001-40-16-1,16,1,19.05255888325765,1.0,0.40059602,water,0.4810496,False,Water
map001-41-17-1,17,1,20.207259421636902,1.0,0.39749065,water,0.52951914,False,Water
map001-42-18-1,18,1,21.36195996001615,1.0,0.43535367,water,0.44937408,False,Water
map001-43-19-1,19,1,22.516660498395407,1.0,0.48035887,plains,0.44979364,True,Wood
map001-44-20-1,20,1,23.671361036774655,1.0,0.4777143,plains,0.4471109,True,Wood
map001-45-21-1,21,1,24.826061575153904,1.0,0.6270744,hill,0.44479012,True,Forest
map001-46-22-1,22,1,25.98076211353316,1.0,0.6498969,hill,0.4467497,True,Forest
map001-47-23-1,23,1,27.13546265191241,1.0,0.5675758,hill,0.48783693,True,Forest
map001-48-0-2,0,2,0.0,2.0,0.39992946,water,0.47102082,False,Water
map001-49-1-2,1,2,1.1547005383792515,2.0,0.2677458,water,0.50441486,False,Water
map001-50-2-2,2,2,2.309401076758503,2.0,0.3709472,water,0.48400655,False,Water
map001-51-3-2,3,2,3.464101615137755,2.0,0.5398034,hill,0.526172,False,Hill
map001-52-4-2,4,2,4.618802153517006,2.0,0.48801032,plains,0.4804785,True,Wood
map001-53-5-2,5,2,5.773502691896257,2.0,0.5560917,hill,0.47835714,True,Forest
map001-54-6-2,6,2,6.92820323027551,2.0,0.61009645,hill,0.48031694,True,Forest
map001-55-7-2,7,2,8.082903768654761,2.0,0.65861374,mountain,0.41146353,False,Mountain
map001-56-8-2,8,2,9.237604307034012,2.0,0.5932482,hill,0.501411,False,Hill
map001-57-9-2,9,2,10.392304845413262,2.0,0.4904826,plains,0.4723863,True,Wood
map001-58-10-2,10,2,11.547005383792515,2.0,0.5292905,hill,0.48878914,True,Forest
map001-59-11-2,11,2,12.701705922171767,2.0,0.5847359,hill,0.55363405,False,Hill
map001-60-12-2,12,2,13.85640646055102,2.0,0.57224244,hill,0.5433226,False,Hill
map001-61-13-2,13,2,15.011106998930268,2.0,0.6947637,mountain,0.42749745,False,Mountain
map001-62-14-2,14,2,16.165807537309522,2.0,0.58474314,hill,0.49299335,True,Forest
map001-63-15-2,15,2,17.32050807568877,2.0,0.4059473,water,0.49340698,True,Bog
map001-64-16-2,16,2,18.475208614068023,2.0,0.4227731,water,0.42146045,True,Bog
map001-65-17-2,17,2,19.629909152447276,2.0,0.45054707,plains,0.49113715,True,Wood
map001-66-18-2,18,2,20.784609690826525,2.0,0.43640533,water,0.43491724,True,Bog
map001-67-19-2,19,2,21.939310229205777,2.0,0.45279086,plains,0.47737846,True,Wood
map001-68-20-2,20,2,23.09401076758503,2.0,0.5576435,hill,0.47998837,True,Forest
map001-69-21-2,21,2,24.24871130596428,2.0,0.6840609,mountain,0.52152526,False,Mountain
map001-70-22-2,22,2,25.403411844343534,2.0,0.66166264,mountain,0.5118415,False,Mountain
map001-71-23-2,23,2,26.558112382722783,2.0,0.6392667,hill,0.46789846,True,Forest
map001-72-0-3,0,3,0.5773502691896257,3.0,0.34317672,water,0.4812062,False,Water
map001-73-1-3,1,3,1.7320508075688774,3.0,0.29543114,water,0.51980853,False,Water
map001-74-2-3,2,3,2.8867513459481287,3.0,0.40150142,water,0.46775708,False,Water
map001-75-3-3,3,3,4.041451884327381,3.0,0.4792374,plains,0.50400555,False,Plains
map001-76-4-3,4,3,5.196152422706631,3.0,0.5906059,hill,0.5195958,False,Hill
map001-77-5-3,5,3,6.3508529610858835,3.0,0.604118,hill,0.49236616,True,Forest
map001-78-6-3,6,3,7.505553499465134,3.0,0.6936933,mountain,0.51154506,False,Mountain
map001-79-7-3,7,3,8.660254037844386,3.0,0.56668454,hill,0.45213792,True,Forest
map001-80-8-3,8,3,9.814954576223638,3.0,0.51518285,hill,0.536837,False,Hill
map001-81-9-3,9,3,10.969655114602888,3.0,0.47424155,plains,0.5248745,False,Plains
map001-82-10-3,10,3,12.12435565298214,3.0,0.52526546,hill,0.6076497,False,Hill
map001-83-11-3,11,3,13.279056191361391,3.0,0.468076,plains,0.58547723,False,Plains
map001-84-12-3,12,3,14.433756729740644,3.0,0.60047626,hill,0.52349377,False,Hill
map001-85-13-3,13,3,15.588457268119894,3.0,0.5731184,hill,0.5121133,False,Hill
map001-86-14-3,14,3,16.743157806499145,3.0,0.5483169,hill,0.48261544,True,Forest
map001-87-15-3,15,3,17.897858344878397,3.0,0.49810112,plains,0.41253728,True,Wood
map001-88-16-3,16,3,19.05255888325765,3.0,0.4829997,plains,0.41342264,True,Wood
map001-89-17-3,17,3,20.207259421636902,3.0,0.4124075,water,0.42388964,True,Bog
map001-90-18-3,18,3,21.36195996001615,3.0,0.54420483,hill,0.467308,True,Forest
map001-91-19-3,19,3,22.516660498395407,3.0,0.58359325,hill,0.4308716,True,Forest
map001-92-20-3,20,3,23.671361036774655,3.0,0.6103506,hill,0.46850526,True,Forest
map001-93-21-3,21,3,24.826061575153904,3.0,0.644316,hill,0.49952817,True,Forest
map001-94-22-3,22,3,25.98076211353316,3.0,0.61798346,hill,0.53963035,False,Hill
map001-95-23-3,23,3,27.13546265191241,3.0,0.54003423,hill,0.4407452,True,Forest
map001-96-0-4,0,4,0.0,4.0,0.4676465,plains,0.5119634,False,Plains
map001-97-1-4,1,4,1.1547005383792515,4.0,0.3128804,water,0.42236033,False,Water
map001-98-2-4,2,4,2.309401076758503,4.0,0.33066174,water,0.3859829,False,Water
map001-99-3-4,3,4,3.464101615137755,4.0,0.39019403,water,0.52838135,False,Water
map001-100-4-4,4,4,4.618802153517006,4.0,0.4998134,plains,0.49209854,True,Wood
map001-101-5-4,5,4,5.773502691896257,4.0,0.60326356,hill,0.4202456,True,Forest
map001-102-6-4,6,4,6.92820323027551,4.0,0.6879729,mountain,0.4634522,False,Mountain
map001-103-7-4,7,4,8.082903768654761,4.0,0.5482756,hill,0.4692591,True,Forest
map001-104-8-4,8,4,9.237604307034012,4.0,0.43460786,water,0.48101568,True,Bog
map001-105-9-4,9,4,10.392304845413262,4.0,0.41162604,water,0.47501096,True,Bog
map001-106-10-4,10,4,11.547005383792515,4.0,0.4698172,plains,0.4485091,True,Wood
map001-107-11-4,11,4,12.701705922171767,4.0,0.40415567,water,0.5386026,False,Water
map001-108-12-4,12,4,13.85640646055102,4.0,0.48525578,plains,0.4284617,True,Wood
map001-109-13-4,13,4,15.011106998930268,4.0,0.56939036,hill,0.50618124,False,Hill
map001-110-14-4,14,4,16.165807537309522,4.0,0.5916424,hill,0.46489632,True,Forest
map001-111-15-4,15,4,17.32050807568877,4.0,0.55200577,hill,0.47605276,True,Forest
map001-112-16-4,16,4,18.475208614068023,4.0,0.5845054,hill,0.39567378,True,Forest
map001-113-17-4,17,4,19.629909152447276,4.0,0.46290115,plains,0.39925706,True,Wood
map001-114-18-4,18,4,20.784609690826525,4.0,0.48263302,plains,0.43949464,True,Wood
map001-115-19-4,19,4,21.939310229205777,4.0,0.54625136,hill,0.4518665,True,Forest
map001-116-20-4,20,4,23.09401076758503,4.0,0.53394926,hill,0.39252713,True,Forest
map001-117-21-4,21,4,24.24871130596428,4.0,0.4798297,plains,0.41578943,True,Wood
map001-118-22-4,22,4,25.403411844343534,4.0,0.5495499,hill,0.55831516,False,Hill
map001-119-23-4,23,4,26.558112382722783,4.0,0.47505698,plains,0.55176973,False,Plains
map001-120-0-5,0,5,0.5773502691896257,5.0,0.4425244,water,0.5265147,False,Water
map001-121-1-5,1,5,1.7320508075688774,5.0,0.3548555,water,0.44565105,False,Water
map001-122-2-5,2,5,2.8867513459481287,5.0,0.30469298,water,0.39935288,False,Water
map001-123-3-5,3,5,4.041451884327381,5.0,0.4839897,plains,0.48331732,True,Wood
map001-124-4-5,4,5,5.196152422706631,5.0,0.5877212,hill,0.42101136,True,Forest
map001-125-5-5,5,5,6.3508529610858835,5.0,0.5686452,hill,0.520818,False,Hill
map001-126-6-5,6,5,7.505553499465134,5.0,0.57610714,hill,0.55328584,False,Hill
map001-127-7-5,7,5,8.660254037844386,5.0,0.47583658,plains,0.46808228,True,Wood
map001-128-8-5,8,5,9.814954576223638,5.0,0.45244828,plains,0.43204585,True,Wood
map001-129-9-5,9,5,10.969655114602888,5.0,0.44815663,water,0.5052427,False,Water
map001-130-10-5,10,5,12.12435565298214,5.0,0.39606255,water,0.57146007,False,Water
map001-131-11-5,11,5,13.279056191361391,5.0,0.39366657,water,0.57939035,False,Water
map001-132-12-5,12,5,14.433756729740644,5.0,0.5267887,hill,0.53935564,False,Hill
map001-133-13-5,13,5,15.588457268119894,5.0,0.5062399,hill,0.4860933,True,Forest
map001-134-14-5,14,5,16.743157806499145,5.0,0.48065272,plains,0.48055068,True,Wood
map001-135-15-5,15,5,17.897858344878397,5.0,0.4588691,plains,0.48432422,True,Wood
map001-136-16-5,16,5,19.05255888325765,5.0,0.5294946,hill,0.43549436,True,Forest
map001-137-17-5,17,5,20.207259421636902,5.0,0.45096073,plains,0.4418185,True,Wood
map001-138-18-5,18,5,21.36195996001615,5.0,0.45351908,plains,0.4515927,True,Wood
map001-139-19-5,19,5,22.516660498395407,5.0,0.4696054,plains,0.4329516,True,Wood
map001-140-20-5,20,5,23.671361036774655,5.0,0.549983,hill,0.48090184,True,Forest
map001-141-21-5,21,5,24.826061575153904,5.0,0.479665,plains,0.4189094,True,Wood
map001-142-22-5,22,5,25.98076211353316,5.0,0.42891896,water,0.4470166,True,Bog
map001-143-23-5,23,5,27.13546265191241,5.0,0.46366426,plains,0.51569325,False,Plains
map001-144-0-6,0,6,0.0,6.0,0.5,hill,0.47057635,True,Forest
map001-145-1-6,1,6,1.1547005383792515,6.0,0.45149058,plains,0.5477269,False,Plains
map001-146-2-6,2,6,2.309401076758503,6.0,0.42032716,water,0.50698537,False,Water
map001-147-3-6,3,6,3.464101615137755,6.0,0.40511867,water,0.49763054,False,Water
map001-148-4-6,4,6,4.618802153517006,6.0,0.5083839,hill,0.4384077,True,Forest
map001-149-5-6,5,6,5.773502691896257,6.0,0.5159066,hill,0.45501935,True,Forest
map001-150-6-6,6,6,6.92820323027551,6.0,0.45599255,plains,0.4631068,True,Wood
map001-151-7-6,7,6,8.082903768654761,6.0,0.51366216,hill,0.4018254,True,Forest
map001-152-8-6,8,6,9.237604307034012,6.0,0.49951774,plains,0.40663782,True,Wood
map001-153-9-6,9,6,10.392304845413262,6.0,0.5269525,hill,0.5289751,False,Hill
map001-154-10-6,10,6,11.547005383792515,6.0,0.5318808,hill,0.61025417,False,Hill
map001-155-11-6,11,6,12.701705922171767,6.0,0.47665,plains,0.49059388,True,Wood
map001-156-12-6,12,6,13.85640646055102,6.0,0.5944008,hill,0.47036767,True,Forest
map001-157-13-6,13,6,15.011106998930268,6.0,0.6088999,hill,0.37593725,True,Forest
map001-158-14-6,14,6,16.165807537309522,6.0,0.49581042,plains,0.42854273,True,Wood
map001-159-15-6,15,6,17.32050807568877,6.0,0.48807997,plains,0.4899599,True,Wood
map001-160-16-6,16,6,18.475208614068023,6.0,0.54618657,hill,0.3942573,True,Forest
map001-161-17-6,17,6,19.629909152447276,6.0,0.50556445,hill,0.45311618,True,Forest
map001-162-18-6,18,6,20.784609690826525,6.0,0.49225155,plains,0.4969009,True,Wood
map001-163-19-6,19,6,21.939310229205777,6.0,0.49814966,plains,0.35486752,True,Wood
map001-164-20-6,20,6,23.09401076758503,6.0,0.44782415,water,0.4104937,True,Bog
map001-165-21-6,21,6,24.24871130596428,6.0,0.5311655,hill,0.387089,True,Forest
map001-166-22-6,22,6,25.403411844343534,6.0,0.4491531,water,0.55611086,False,Water
map001-167-23-6,23,6,26.558112382722783,6.0,0.3517178,water,0.57557863,False,Water
map001-168-0-7,0,7,0.5773502691896257,7.0,0.55218756,hill,0.44431826,True,Forest
map001-169-1-7,1,7,1.7320508075688774,7.0,0.48516363,plains,0.48268542,True,Wood
map001-170-2-7,2,7,2.8867513459481287,7.0,0.41785946,water,0.50726163,False,Water
map001-171-3-7,3,7,4.041451884327381,7.0,0.41547507,water,0.47906438,True,Bog
map001-172-4-7,4,7,5.196152422706631,7.0,0.49202445,plains,0.43845162,True,Wood
map001-173-5-7,5,7,6.3508529610858835,7.0,0.4078126,water,0.51346594,False,Water
map001-174-6-7,6,7,7.505553499465134,7.0,0.42773828,water,0.48446923,True,Bog
map001-175-7-7,7,7,8.660254037844386,7.0,0.5641065,hill,0.4733755,True,Forest
map001-176-8-7,8,7,9.814954576223638,7.0,0.5494793,hill,0.51679504,False,Hill
map001-177-9-7,9,7,10.969655114602888,7.0,0.5420513,hill,0.5116655,False,Hill
map001-178-10-7,10,7,12.12435565298214,7.0,0.58664316,hill,0.5623806,False,Hill
map001-179-11-7,11,7,13.279056191361391,7.0,0.5480423,hill,0.5205049,False,Hill
map001-180-12-7,12,7,14.433756729740644,7.0,0.62596315,hill,0.48044205,True,Forest
map001-181-13-7,13,7,15.588457268119894,7.0,0.5883661,hill,0.47183064,True,Forest
map001-182-14-7,14,7,16.743157806499145,7.0,0.51969093,hill,0.46552342,True,Forest
map001-183-15-7,15,7,17.897858344878397,7.0,0.5641543,hill,0.49222758,True,Forest
map001-184-16-7,16,7,19.05255888325765,7.0,0.5151733,hill,0.4725019,True,Forest
map001-185-17-7,17,7,20.207259421636902,7.0,0.4534358,plains,0.43163168,True,Wood
map001-186-18-7,18,7,21.36195996001615,7.0,0.500547,hill,0.42063722,True,Forest
map001-187-19-7,19,7,22.516660498395407,7.0,0.4718003,plains,0.45385873,True,Wood
map001-188-20-7,20,7,23.671361036774655,7.0,0.4504491,plains,0.5452435,False,Plains
map001-189-21-7,21,7,24.826061575153904,7.0,0.4556979,plains,0.5160461,False,Plains
map001-190-22-7,22,7,25.98076211353316,7.0,0.34504375,water,0.536179,False,Water
map001-191-23-7,23,7,27.13546265191241,7.0,0.29672673,water,0.4841727,False,Water
map001-192-0-8,0,8,0.0,8.0,0.5953128,hill,0.47127277,True,Forest
map001-193-1-8,1,8,1.1547005383792515,8.0,0.4862209,plains,0.46091485,True,Wood
map001-194-2-8,2,8,2.309401076758503,8.0,0.41521245,water,0.48629338,False,Water
map001-195-3-8,3,8,3.464101615137755,8.0,0.3228293,water,0.49513718,False,Water
map001-196-4-8,4,8,4.618802153517006,8.0,0.4612859,plains,0.4441675,True,Wood
map001-197-5-8,5,8,5.773502691896257,8.0,0.45675662,plains,0.4661093,True,Wood
map001-198-6-8,6,8,6.92820323027551,8.0,0.4628675,plains,0.49017972,True,Wood
map001-199-7-8,7,8,8.082903768654761,8.0,0.4938013,plains,0.51939994,False,Plains
map001-200-8-8,8,8,9.237604307034012,8.0,0.48944378,plains,0.44269747,True,Wood
map001-201-9-8,9,8,10.392304845413262,8.0,0.5758862,hill,0.51933414,False,Hill
map001-202-10-8,10,8,11.547005383792515,8.0,0.5230188,hill,0.62557095,False,Hill
map001-203-11-8,11,8,12.701705922171767,8.0,0.5504055,hill,0.58030504,False,Hill
map001-204-12-8,12,8,13.85640646055102,8.0,0.6302276,hill,0.4984119,True,Forest
map001-205-13-8,13,8,15.011106998930268,8.0,0.5767531,hill,0.4749658,True,Forest
map001-206-14-8,14,8,16.165807537309522,8.0,0.44616583,water,0.48454762,True,Bog
map001-207-15-8,15,8,17.32050807568877,8.0,0.4790721,plains,0.46216366,True,Wood
map001-208-16-8,16,8,18.475208614068023,8.0,0.37238476,water,0.3849083,True,Bog
map001-209-17-8,17,8,19.629909152447276,8.0,0.38035142,water,0.467325,False,Water
map001-210-18-8,18,8,20.784609690826525,8.0,0.40631476,water,0.47827667,True,Bog
map001-211-19-8,19,8,21.939310229205777,8.0,0.52402973,hill,0.5094186,False,Hill
map001-212-20-8,20,8,23.09401076758503,8.0,0.52221173,hill,0.49124366,True,Forest
map001-213-21-8,21,8,24.24871130596428,8.0,0.45242974,plains,0.5232518,False,Plains
map001-214-22-8,22,8,25.403411844343534,8.0,0.3514477,water,0.52741545,False,Water
map001-215-23-8,23,8,26.558112382722783,8.0,0.3928635,water,0.5154592,False,Water
map001-216-0-9,0,9,0.5773502691896257,9.0,0.50961334,hill,0.5146114,False,Hill
map001-217-1-9,1,9,1.7320508075688774,9.0,0.427745,water,0.4755919,True,Bog
map001-218-2-9,2,9,2.8867513459481287,9.0,0.38194743,water,0.53254807,False,Water
map001-219-3-9,3,9,4.041451884327381,9.0,0.3935899,water,0.50037307,False,Water
map001-220-4-9,4,9,5.196152422706631,9.0,0.4089269,water,0.53972983,False,Water
map001-221-5-9,5,9,6.3508529610858835,9.0,0.423957,water,0.5138341,False,Water
map001-222-6-9,6,9,7.505553499465134,9.0,0.46422142,plains,0.44765297,True,Wood
map001-223-7-9,7,9,8.660254037844386,9.0,0.5577023,hill,0.47182924,True,Forest
map001-224-8-9,8,9,9.814954576223638,9.0,0.5583885,hill,0.5122833,False,Hill
map001-225-9-9,9,9,10.969655114602888,9.0,0.67697364,mountain,0.51950043,False,Mountain
map001-226-10-9,10,9,12.12435565298214,9.0,0.5761622,hill,0.50213975,False,Hill
map001-227-11-9,11,9,13.279056191361391,9.0,0.5872544,hill,0.5475045,False,Hill
map001-228-12-9,12,9,14.433756729740644,9.0,0.5481255,hill,0.5254919,False,Hill
map001-229-13-9,13,9,15.588457268119894,9.0,0.47337472,plains,0.5254728,False,Plains
map001-230-14-9,14,9,16.743157806499145,9.0,0.4017839,water,0.4328895,True,Bog
map001-231-15-9,15,9,17.897858344878397,9.0,0.41052258,water,0.44004935,False,Water
map001-232-16-9,16,9,19.05255888325765,9.0,0.36485094,water,0.48554453,False,Water
map001-233-17-9,17,9,20.207259421636902,9.0,0.3534212,water,0.47262812,True,Bog
map001-234-18-9,18,9,21.36195996001615,9.0,0.47876954,plains,0.47614053,True,Wood
map001-235-19-9,19,9,22.516660498395407,9.0,0.50546604,hill,0.48680797,True,Forest
map001-236-20-9,20,9,23.671361036774655,9.0,0.43286046,water,0.5243278,False,Water
map001-237-21-9,21,9,24.826061575153904,9.0,0.29154107,water,0.5426416,False,Water
map001-238-22-9,22,9,25.98076211353316,9.0,0.32114738,water,0.44620618,False,Water
map001-239-23-9,23,9,27.13546265191241,9.0,0.34347898,water,0.5598705,False,Water
map001-240-0-10,0,10,0.0,10.0,0.4839189,plains,0.48916158,True,Wood
map001-241-1-10,1,10,1.1547005383792515,10.0,0.519026,hill,0.5292483,False,Hill
map001-242-2-10,2,10,2.309401076758503,10.0,0.4386923,water,0.5297351,False,Water
map001-243-3-10,3,10,3.464101615137755,10.0,0.4291141,water,0.4716796,False,Water
map001-244-4-10,4,10,4.618802153517006,10.0,0.40470287,water,0.4885606,False,Water
map001-245-5-10,5,10,5.773502691896257,10.0,0.35203338,water,0.4970103,False,Water
map001-246-6-10,6,10,6.92820323027551,10.0,0.4596367,plains,0.47236907,True,Wood
map001-247-7-10,7,10,8.082903768654761,10.0,0.5880686,hill,0.46016997,True,Forest
map001-248-8-10,8,10,9.237604307034012,10.0,0.60766774,hill,0.47080755,True,Forest
map001-249-9-10,9,10,10.392304845413262,10.0,0.6478001,hill,0.4819676,True,Forest
map001-250-10-10,10,10,11.547005383792515,10.0,0.6173227,hill,0.47000057,True,Forest
map001-251-11-10,11,10,12.701705922171767,10.0,0.51776356,hill,0.48716497,True,Forest
map001-252-12-10,12,10,13.85640646055102,10.0,0.6050536,hill,0.48258245,True,Forest
map001-253-13-10,13,10,15.011106998930268,10.0,0.5050994,hill,0.5617625,False,Hill
map001-254-14-10,14,10,16.165807537309522,10.0,0.4551111,plains,0.4850361,True,Wood
map001-255-15-10,15,10,17.32050807568877,10.0,0.41146377,water,0.44396588,True,Bog
map001-256-16-10,16,10,18.475208614068023,10.0,0.35706183,water,0.4451844,False,Water
map001-257-17-10,17,10,19.629909152447276,10.0,0.4823446,plains,0.46839613,True,Wood
map001-258-18-10,18,10,20.784609690826525,10.0,0.49975508,plains,0.52275974,False,Plains
map001-259-19-10,19,10,21.939310229205777,10.0,0.50571156,hill,0.42760974,True,Forest
map001-260-20-10,20,10,23.09401076758503,10.0,0.48301363,plains,0.5340554,False,Plains
map001-261-21-10,21,10,24.24871130596428,10.0,0.37292963,water,0.39592502,False,Water
map001-262-22-10,22,10,25.403411844343534,10.0,0.28572524,water,0.5102475,False,Water
map001-263-23-10,23,10,26.558112382722783,10.0,0.25807294,water,0.5064112,False,Water
map001-264-0-11,0,11,0.5773502691896257,11.0,0.55630624,hill,0.50493723,False,Hill
map001-265-1-11,1,11,1.7320508075688774,11.0,0.525767,hill,0.49215248,True,Forest
map001-266-2-11,2,11,2.8867513459481287,11.0,0.47291577,plains,0.43591496,True,Wood
map001-267-3-11,3,11,4.041451884327381,11.0,0.47332862,plains,0.42912164,True,Wood
map001-268-4-11,4,11,5.196152422706631,11.0,0.5464308,hill,0.4322397,True,Forest
map001-269-5-11,5,11,6.3508529610858835,11.0,0.43555358,water,0.47075742,True,Bog
map001-270-6-11,6,11,7.505553499465134,11.0,0.5620129,hill,0.36951157,True,Forest
map001-271-7-11,7,11,8.660254037844386,11.0,0.6918103,mountain,0.39705902,False,Mountain
map001-272-8-11,8,11,9.814954576223638,11.0,0.65666556,mountain,0.49796638,False,Mountain
map001-273-9-11,9,11,10.969655114602888,11.0,0.656158,mountain,0.49098632,False,Mountain
map001-274-10-11,10,11,12.12435565298214,11.0,0.5691818,hill,0.49529395,True,Forest
map001-275-11-11,11,11,13.279056191361391,11.0,0.39377114,water,0.44710988,True,Bog
map001-276-12-11,12,11,14.433756729740644,11.0,0.46535873,plains,0.5132837,False,Plains
map001-277-13-11,13,11,15.588457268119894,11.0,0.43649107,water,0.48494878,True,Bog
map001-278-14-11,14,11,16.743157806499145,11.0,0.5368037,hill,0.44037104,True,Forest
map001-279-15-11,15,11,17.897858344878397,11.0,0.5064906,hill,0.4335996,True,Forest
map001-280-16-11,16,11,19.05255888325765,11.0,0.44509682,water,0.4339787,True,Bog
map001-281-17-11,17,11,20.207259421636902,11.0,0.53113145,hill,0.4402275,True,Forest
map001-282-18-11,18,11,21.36195996001615,11.0,0.49452862,plains,0.4931819,True,Wood
map001-283-19-11,19,11,22.516660498395407,11.0,0.510253,hill,0.41667998,True,Forest
map001-284-20-11,20,11,23.671361036774655,11.0,0.3934154,water,0.48235866,True,Bog
map001-285-21-11,21,11,24.826061575153904,11.0,0.35247034,water,0.42998874,False,Water
map001-286-22-11,22,11,25.98076211353316,11.0,0.28045654,water,0.4981057,False,Water
map001-287-23-11,23,11,27.13546265191241,11.0,0.45201504,plains,0.47046384,True,Wood
map001-288-0-12,0,12,0.0,12.0,0.5,hill,0.5342817,False,Hill
map001-289-1-12,1,12,1.1547005383792515,12.0,0.55789727,hill,0.48482305,True,Forest
map001-290-2-12,2,12,2.309401076758503,12.0,0.49528876,plains,0.4883893,True,Wood
map001-291-3-12,3,12,3.464101615137755,12.0,0.47563225,plains,0.39451748,True,Wood
map001-292-4-12,4,12,4.618802153517006,12.0,0.5197799,hill,0.37624025,True,Forest
map001-293-5-12,5,12,5.773502691896257,12.0,0.49610767,plains,0.4570118,True,Wood
map001-294-6-12,6,12,6.92820323027551,12.0,0.51399535,hill,0.36526868,True,Forest
map001-295-7-12,7,12,8.082903768654761,12.0,0.56711006,hill,0.43682328,True,Forest
map001-296-8-12,8,12,9.237604307034012,12.0,0.62576795,hill,0.42144534,True,Forest
map001-297-9-12,9,12,10.392304845413262,12.0,0.5725859,hill,0.54900914,False,Hill
map001-298-10-12,10,12,11.547005383792515,12.0,0.5362847,hill,0.44137335,True,Forest
map001-299-11-12,11,12,12.701705922171767,12.0,0.3982941,water,0.54933393,False,Water
map001-300-12-12,12,12,13.85640646055102,12.0,0.3826302,water,0.49159443,False,Water
map001-301-13-12,13,12,15.011106998930268,12.0,0.38994038,water,0.43557024,False,Water
map001-302-14-12,14,12,16.165807537309522,12.0,0.48345566,plains,0.5619969,False,Plains
map001-303-15-12,15,12,17.32050807568877,12.0,0.5471418,hill,0.38334888,True,Forest
map001-304-16-12,16,12,18.475208614068023,12.0,0.5024949,hill,0.47078532,True,Forest
map001-305-17-12,17,12,19.629909152447276,12.0,0.5872906,hill,0.49707428,True,Forest
